Catalogador,id,Categoría,name,type,desc,atk,def,level,race,attribute,archetype,set_tag,setcode,ban_tcg,ban_ocg,ban_goat,image_url,image_url_small,booster_oficial,LON,LOD,PGD,MFC,DCR
Eze,9633505,R,Guardian Kay'est,Effect Monster,"Cannot be Summoned unless you control a face-up ""Rod of Silence - Kay'est"". This card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.",1000,1800,4,Sea Serpent,WATER,Guardian,"DCR-009,LCYW-EN133,DR1-EN171,DCR-EN009,","Dark Crisis,Legendary Collection 3: Yugi's World Mega Pack,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/9633505.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/9633505.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,40659562,R,Guardian Sphinx,Effect Monster,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Return all monsters your opponent controls to the hand.,1700,2400,5,Rock,EARTH,Sphinx,"BP01-EN130,BP01-EN130,RP02-EN067,DB2-EN224,SD7-EN005,PGD-025,MC2-EN001,","Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Retro Pack 2,Dark Beginning 2,Structure Deck: Invincible Fortress,Pharaonic Guardian,Master Collection Volume 2,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/40659562.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40659562.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,46037213,R,Guardian Tryce,Effect Monster,"Cannot be Summoned unless you control a face-up ""Twin Swords of Flashing Light - Tryce"". When this card is destroyed and sent to the Graveyard: Special Summon the monster from the Graveyard that was used for its Tribute Summon.",1900,1700,5,Thunder,LIGHT,Guardian,"DR1-EN172,LCYW-EN134,DCR-010,DCR-EN010,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/46037213.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/46037213.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,9817927,R,Gyaku-Gire Panda,Effect Monster,"Increase the ATK of this card by 500 points for each monster on your opponent's side of the field. When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",800,1600,3,Beast,EARTH,,"DR1-EN183,DCR-021,DCR-EN021,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/9817927.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/9817927.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,5434080,C,Headless Knight,Normal Monster,A haunted spirit of a falsely accused knight who wanders in search of truth and justice.,1450,1700,4,Fiend,EARTH,,"DB1-EN248,LON-054,LON-EN054,LON-E054,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/5434080.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/5434080.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,64801562,SR,Heart of Clear Water,Spell Card,"If the equipped monster's ATK is 1300 or higher, this card is destroyed. The monster equipped with this card is not destroyed as a result of battle or by the effect of a card that targets the monster. (Damage calculation is applied normally.)",,,,Equip,,,"DB2-EN186,LOD-077,LOD-EN077,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/64801562.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/64801562.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,47025270,R,Helping Robo for Combat,Effect Monster,"When this card destroys an opponent's monster by battle: Draw 1 card, then return 1 card from your hand to the bottom of the Deck.",1600,0,4,Machine,LIGHT,,"MFC-022,BP01-EN181,BP01-EN181,BP02-EN019,BP02-EN019,DR1-EN077,","Magician's Force,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/47025270.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/47025270.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,47025270,R,Helping Robo for Combat,Effect Monster,"When this card destroys an opponent's monster by battle: Draw 1 card, then return 1 card from your hand to the bottom of the Deck.",1600,0,4,Machine,LIGHT,,"MFC-022,BP01-EN181,BP01-EN181,BP02-EN019,BP02-EN019,DR1-EN077,","Magician's Force,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/47025270.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/47025270.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,76052811,SR,Helpoemer,Effect Monster,"Cannot be Special Summoned from the Graveyard. If this card was destroyed by battle and sent to the Graveyard, this effect activates at the end of each of your opponent's Battle Phases: Discard 1 random card from your opponent's hand. This card must be in the Graveyard to activate and to resolve this effect.",2000,1400,5,Fiend,DARK,,"DPRP-EN032,LCJW-EN116,GLD5-EN006,DR1-EN006,RP02-EN074,PGD-058,","Duelist Pack: Rivals of the Pharaoh,Legendary Collection 4: Joey's World Mega Pack,Gold Series: Haunted Mine,Dark Revelation Volume 1,Retro Pack 2,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/76052811.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/76052811.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,21840375,C,Hidden Spellbook,Trap Card,During your turn: Target 2 Spell Cards in your Graveyard; shuffle those targets into the Deck.,,,,Normal,,,"DR1-EN154,MFC-099,GLD5-EN048,","Dark Revelation Volume 1,Magician's Force,Gold Series: Haunted Mine,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/21840375.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/21840375.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,21840375,C,Hidden Spellbook,Trap Card,During your turn: Target 2 Spell Cards in your Graveyard; shuffle those targets into the Deck.,,,,Normal,,,"DR1-EN154,MFC-099,GLD5-EN048,","Dark Revelation Volume 1,Magician's Force,Gold Series: Haunted Mine,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/21840375.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/21840375.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,10248192,C,Hieroglyph Lithograph,Spell Card,"Pay 1000 Life Points. During the current Duel, your hand size limit becomes 7.",,,,Normal,,,"PGD-086,DR1-EN034,","Pharaonic Guardian,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/10248192.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/10248192.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,75745607,SR,Hino-Kagu-Tsuchi,Spirit Monster,"This card cannot be Special Summoned. This card returns to its owner's hand during the End Phase of the turn it is Normal Summoned or flipped face-up. If this card inflicts Battle Damage to your opponent, they discard all cards in their hand during the next Draw Phase, before they draw.",2800,2900,8,Pyro,FIRE,,"LOD-070,RP02-EN060,DB2-EN182,LOD-EN070,","Legacy of Darkness,Retro Pack 2,Dark Beginning 2,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/75745607.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/75745607.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,65396880,C,Huge Revolution,Trap Card,"This card can only be activated during your Main Phase when ""People Running About"", ""Oppressed People"", and ""United Resistance"" are face-up on your side of the field. Send all cards in your opponent's hand to the Graveyard and destroy all cards your opponent controls on the field.",,,,Normal,,,"MFC-041,DR1-EN096,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/65396880.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/65396880.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,65396880,C,Huge Revolution,Trap Card,"This card can only be activated during your Main Phase when ""People Running About"", ""Oppressed People"", and ""United Resistance"" are face-up on your side of the field. Send all cards in your opponent's hand to the Graveyard and destroy all cards your opponent controls on the field.",,,,Normal,,,"MFC-041,DR1-EN096,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/65396880.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/65396880.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,46821314,SR,Humanoid Slime,Normal Monster,This slime apparently has some human genes in its genetic makeup.,800,2000,4,Aqua,WATER,Slime,"DB1-EN207,LON-003,LON-EN003,LON-E003,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/46821314.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/46821314.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,5600127,FUSION,Humanoid Worm Drake,Fusion Monster,"""Worm Drake"" + ""Humanoid Slime""",2200,2000,7,Aqua,WATER,Slime,"DB1-EN209,LON-005,LON-EN005,LON-E005,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/5600127.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/5600127.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,21297224,SR,Hysteric Fairy,Effect Monster,Tribute 2 monsters on your side of the field to increase your Life Points by 1000 points.,1800,500,4,Fairy,LIGHT,,"DB1-EN238,LON-042,LON-E042,LON-EN042,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/21297224.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/21297224.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,77084837,R,Inaba White Rabbit,Spirit Monster,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. This monster attacks your opponent's Life Points directly.,700,500,3,Beast,EARTH,,"LOD-065,DB2-EN176,LOD-EN065,","Legacy of Darkness,Dark Beginning 2,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/77084837.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/77084837.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,33031674,R,Incandescent Ordeal,Spell Card,"This card is used to Ritual Summon ""Legendary Flame Lord"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.",,,,Ritual,,,"DR1-EN247,DCR-085,DCR-EN085,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/33031674.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/33031674.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,8581705,R,Infernalqueen Archfiend,Effect Monster,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. As long as this card remains on the field, during each Standby Phase, increase the ATK of 1 Archfiend Monster Card by 1000 points until the End Phase.",900,1500,4,Fiend,FIRE,Archfiend,"DR1-EN233,DCR-071,DCR-EN071,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/8581705.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/8581705.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,94163677,R,Infinite Cards,Spell Card,There is no limit to the number of cards in players' hands.,,,,Continuous,,,"DB1-EN230,LON-027,RP02-EN035,LON-EN027,LON-E027,","Dark Beginning 1,Labyrinth of Nightmare,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/94163677.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/94163677.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,79575620,SR,Injection Fairy Lily,Effect Monster,"If this card attacks or is attacked, during damage calculation (in either player's turn): You can pay 2000 LP once per battle; this card gains 3000 ATK during that damage calculation only.",400,1500,3,Spellcaster,EARTH,,"LCJW-EN280,BP01-EN004,BP02-EN018,BP02-EN018,BP01-EN004,YS14-ENA07,GLD4-EN009,RP02-EN065,DB2-EN171,LOD-100,LOD-EN100,","Legendary Collection 4: Joey's World Mega Pack,Battle Pack: Epic Dawn,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Battle Pack: Epic Dawn,Space-Time Showdown Power-Up Pack,Gold Series 4: Pyramids Edition,Retro Pack 2,Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,Limited,https://storage.googleapis.com/ygoprodeck.com/pics/79575620.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/79575620.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,97923414,R,Inpachi,Normal Monster,"A log that attacks lost travelers in the forest. Originally a big tree, it was cut down and possessed by a wicked spirit.",1600,1900,4,Machine,EARTH,,"DR1-EN003,PGD-055,","Dark Revelation Volume 1,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/97923414.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/97923414.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,36261276,R,Interdimensional Matter Transporter,Trap Card,Target 1 face-up monster you control; banish that target until the End Phase.,,,,Normal,,,"DPKB-EN037,SS02-ENA15,SDDC-EN039,SDKS-EN034,LCKC-EN052,BP01-EN098,SD1-EN026,BP01-EN098,DCR-052,DR1-EN214,DCR-EN052,","Duelist Pack: Kaiba,Speed Duel Starter Decks: Duelists of Tomorrow,Dragons Collide Structure Deck,Structure Deck: Seto Kaiba,Legendary Collection Kaiba Mega Pack,Battle Pack: Epic Dawn,Structure Deck: Dragon's Roar,Battle Pack: Epic Dawn,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/36261276.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/36261276.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,73431236,SR,Iron Blacksmith Kotetsu,Flip Effect Monster,FLIP: Add 1 Equip Spell Card from your Deck to your hand.,500,500,2,Beast-Warrior,FIRE,,"DL12-EN006,DR1-EN226,DCR-064,DCR-EN064,","Duelist League 3 participation cards,Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/73431236.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/73431236.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,21770260,R,Jam Breeding Machine,Spell Card,"During each of your Standby Phases: Special Summon 1 ""Slime Token"" (Aqua-Type/WATER/LEVEL 1/ATK 500/DEF 500) in Attack Position. You cannot Summon any monsters, except ""Slime Tokens"" (but you can Set).",,,,Continuous,,Slime,"DB1-EN229,LCJW-EN124,LON-026,LON-E026,LON-EN026,","Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/21770260.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/21770260.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,21558682,C,Jam Defender,Trap Card,"When an opponent's monster declares an attack on a monster you control: You can target 1 ""Revival Jam"" you control; switch the attack target to that target.",,,,Continuous,,Slime,"DB1-EN231,LCJW-EN131,LON-028,RP02-EN036,LON-EN028,LON-E028,","Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/21558682.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/21558682.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,83968380,R,Jar of Greed,Trap Card,Draw 1 card.,,,,Normal,,Greed,"SS01-ENC16,SD3-EN029,YSD-EN036,SKE-047,DB1-EN242,YS14-EN038,LON-047,LON-EN047,LON-E047,","Speed Duel Starter Decks: Destiny Masters,Structure Deck: Blaze of Destruction,Starter Deck 2006,Starter Deck: Kaiba Evolution,Dark Beginning 1,Super Starter: Space-Time Showdown,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/83968380.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/83968380.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,33784505,C,Jar Robber,Spell Card,"You can only activate this card when ""Pot of Greed"" is activated. Negate the effect of the ""Pot of Greed"" and draw 1 card from your Deck.",,,,Quick-Play,,,"DR1-EN146,MFC-091,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/33784505.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/33784505.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,33784505,C,Jar Robber,Spell Card,"You can only activate this card when ""Pot of Greed"" is activated. Negate the effect of the ""Pot of Greed"" and draw 1 card from your Deck.",,,,Quick-Play,,,"DR1-EN146,MFC-091,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/33784505.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/33784505.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,41855169,C,Jowgen the Spiritualist,Effect Monster,You can discard 1 random card from your hand to the Graveyard; destroy all Special Summoned monsters on the field. Neither player can Special Summon monsters.,200,1300,3,Spellcaster,LIGHT,,"TP5-EN011,LON-061,AP03-EN015,DB2-EN001,LON-EN061,LON-E061,","Tournament Pack 5,Labyrinth of Nightmare,Astral Pack Three,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/41855169.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/41855169.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,5257687,SR,Jowls of Dark Demise,Flip Effect Monster,"FLIP: Take control of 1 monster on your opponent's side of the field until the end of the turn that this card's effect is activated. When the controlled monster attacks, it can attack your opponent's Life Points directly.",200,100,2,Fiend,WATER,,"PGD-009,DB2-EN212,","Pharaonic Guardian,Dark Beginning 2,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/5257687.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/5257687.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,55256016,SR,Judgment of Anubis,Trap Card,"When your opponent activates a Spell Card that would destroy a Spell/Trap Card(s) on the field: Discard 1 card; negate the activation, and if you do, destroy it, then you can destroy 1 face-up monster your opponent controls, and if you do that, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",,,,Counter,,,"RDS-ENSE3,LCJW-EN135,DCR-105,DR1-EN267,DCR-EN105,","Rise of Destiny: Special Edition,Legendary Collection 4: Joey's World Mega Pack,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/55256016.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/55256016.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,51934376,R,Kabazauls,Normal Monster,A huge monster in the shape of a hippopotamus. The sneezing from his gigantic body is so fierce that people mistake it for a hurricane.,1700,1500,4,Dinosaur,WATER,,"DR1-EN002,SD09-EN002,PGD-054,LCJW-EN142,DL14-EN001,","Dark Revelation Volume 1,Structure Deck: Dinosaur's Rage,Pharaonic Guardian,Legendary Collection 4: Joey's World Mega Pack,Duelist League 14 participation cards,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/51934376.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/51934376.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,35059553,R,Kaiser Colosseum,Spell Card,"If there is 1 or more monster(s) on the field of the controller of this card, his/her opponent cannot place a monster on the field if his/her number of monsters would exceed the number of monsters that are on the field of this card's controller. The cards that are already on the field before this card's activation are unaffected by this effect.",,,,Continuous,,,"MFC-031,DR1-EN086,","Magician's Force,Dark Revelation Volume 1,",Banned,,,https://storage.googleapis.com/ygoprodeck.com/pics/35059553.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/35059553.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,35059553,R,Kaiser Colosseum,Spell Card,"If there is 1 or more monster(s) on the field of the controller of this card, his/her opponent cannot place a monster on the field if his/her number of monsters would exceed the number of monsters that are on the field of this card's controller. The cards that are already on the field before this card's activation are unaffected by this effect.",,,,Continuous,,,"MFC-031,DR1-EN086,","Magician's Force,Dark Revelation Volume 1,",Banned,,,https://storage.googleapis.com/ygoprodeck.com/pics/35059553.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/35059553.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,52824910,UR,Kaiser Glider,Effect Monster,Cannot be destroyed by battle with a monster that has the same ATK. If this card is destroyed and sent to the Graveyard: Target 1 monster on the field; return that target to the hand.,2400,2200,6,Dragon,LIGHT,,"YS15-ENF04,DPKB-EN015,SDBE-EN009,SDKS-EN010,DCR-051,DR1-EN213,DCR-EN051,","Saber Force Starter Deck,Duelist Pack: Kaiba,Saga of Blue-Eyes White Dragon Structure Deck,Structure Deck: Seto Kaiba,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/52824910.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/52824910.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,54878498,SR,Kelbek,Effect Monster,A monster that attacks this card returns to its owner's hand. Damage calculation is applied normally.,1500,1800,4,Fairy,EARTH,,"DT05-EN053,DCR-078,DR1-EN240,DCR-EN078,","Duel Terminal 5b,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/54878498.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/54878498.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,80441106,C,Keldo,Effect Monster,"When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.",1200,1600,4,Fairy,EARTH,,"DCR-077,DR1-EN239,DCR-EN077,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/80441106.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/80441106.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,83986578,R,King Tiger Wanghu,Effect Monster,When a monster(s) with 1400 or less ATK is Normal Summoned or Special Summoned: Destroy those monsters with 1400 or less ATK. This card must be face-up on the field to activate and to resolve this effect.,1700,1000,4,Beast,EARTH,,"DB2-EN207,CP01-EN014,BP01-EN129,PGD-004,BP01-EN129,","Dark Beginning 2,Champion Pack: Game One,Battle Pack: Epic Dawn,Pharaonic Guardian,Battle Pack: Epic Dawn,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/83986578.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/83986578.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,84814897,C,Kiryu,Union Effect Monster,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your ""Dark Blade"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 900 points, and you can Tribute this card to allow the equipped monster to attack your opponent's Life Points directly this turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",2000,1500,5,Dragon,DARK,,"DR1-EN064,MFC-009,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/84814897.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/84814897.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,84814897,C,Kiryu,Union Effect Monster,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your ""Dark Blade"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK/DEF of the equipped monster by 900 points, and you can Tribute this card to allow the equipped monster to attack your opponent's Life Points directly this turn. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",2000,1500,5,Dragon,DARK,,"DR1-EN064,MFC-009,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/84814897.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/84814897.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,60519422,C,Kishido Spirit,Spell Card,Monsters on your side of the field cannot be destroyed in a battle if the monsters' ATK are equal.,,,,Continuous,,,"DR1-EN093,MFC-038,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/60519422.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/60519422.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,60519422,C,Kishido Spirit,Spell Card,Monsters on your side of the field cannot be destroyed in a battle if the monsters' ATK are equal.,,,,Continuous,,,"DR1-EN093,MFC-038,","Dark Revelation Volume 1,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/60519422.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/60519422.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,69456283,C,Koitsu,Union Effect Monster,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your ""Aitsu"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK of the equipped monster by 3000 points. When it attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",200,100,10,Fairy,WATER,,"MFC-080,DR1-EN135,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/69456283.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/69456283.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
